Start	End	Length	Name
00:15:44.693	00:15:47.946	00:00:03.253	
00:15:47.946	00:16:08.140	00:00:20.194	
00:16:08.140	00:16:37.989	00:00:29.849	
00:16:37.989	00:17:04.176	00:00:26.187	
00:17:04.176	00:17:18.463	00:00:14.287	
00:17:18.463	00:17:39.595	00:00:21.132	
00:17:39.595	00:17:49.811	00:00:10.215	
00:17:49.811	00:17:53.239	00:00:03.429	
00:17:53.239	00:18:19.347	00:00:26.108	
00:18:19.347	00:18:28.514	00:00:09.166	
00:18:28.514	00:18:45.722	00:00:17.208	
00:18:45.722	00:18:55.594	00:00:09.873	
00:18:55.594	00:19:34.298	00:00:38.704	
00:19:34.298	00:19:43.191	00:00:08.893	
00:19:43.191	00:20:00.693	00:00:17.502	
00:20:00.693	00:20:20.842	00:00:20.149	
00:20:20.842	00:20:37.355	00:00:16.512	
00:20:37.355	00:20:40.005	00:00:02.650	
00:20:40.005	00:20:46.530	00:00:06.525	
00:20:46.530	00:21:08.190	00:00:21.660	
00:21:08.190	00:21:12.163	00:00:03.973	
00:21:12.163	00:21:48.040	00:00:35.877	
00:21:48.040	00:21:59.578	00:00:11.538	
00:21:59.578	00:22:08.690	00:00:09.113	
00:22:08.690	00:22:11.228	00:00:02.538	
00:22:11.228	00:22:14.594	00:00:03.366	
00:22:14.594	00:22:17.437	00:00:02.843	
00:22:17.437	00:22:31.819	00:00:14.382	
00:22:31.819	00:22:37.560	00:00:05.741	
00:22:37.560	00:22:40.537	00:00:02.977	
00:22:40.537	00:22:45.831	00:00:05.294	
00:22:45.831	00:22:57.707	00:00:11.876	
00:22:57.707	00:23:04.514	00:00:06.808	
00:23:04.514	00:23:09.057	00:00:04.542	
00:23:09.057	00:23:20.581	00:00:11.524	
00:23:20.581	00:23:23.452	00:00:02.871	
00:23:23.452	00:23:30.914	00:00:07.462	
00:23:30.914	00:23:34.074	00:00:03.160	
00:23:34.074	00:23:41.140	00:00:07.066	
00:23:41.140	00:23:44.015	00:00:02.875	
00:23:44.015	00:23:57.139	00:00:13.124	
00:23:57.139	00:24:01.308	00:00:04.169	
00:24:01.308	00:24:05.402	00:00:04.094	
00:24:05.402	00:24:13.743	00:00:08.341	
00:24:13.743	00:24:20.807	00:00:07.063	
00:24:20.807	00:24:28.320	00:00:07.513	
00:24:28.320	00:24:56.100	00:00:27.781	
00:24:56.100	00:25:12.495	00:00:16.395	
00:25:12.495	00:25:21.791	00:00:09.296	
00:25:21.791	00:25:39.660	00:00:17.869	
00:25:39.660	00:25:56.366	00:00:16.706	
00:25:56.366	00:26:16.746	00:00:20.380	
00:26:16.746	00:26:26.153	00:00:09.407	
00:26:26.153	00:26:35.800	00:00:09.647	
00:26:35.800	00:26:46.206	00:00:10.406	
00:26:46.206	00:26:59.792	00:00:13.586	
00:26:59.792	00:27:10.887	00:00:11.095	
00:27:10.887	00:27:21.936	00:00:11.049	
00:27:21.936	00:27:26.059	00:00:04.123	
00:27:26.059	00:27:38.816	00:00:12.758	
00:27:38.816	00:28:05.329	00:00:26.512	
00:28:05.329	00:28:22.318	00:00:16.989	
00:28:22.318	00:28:33.924	00:00:11.606	
00:28:33.924	00:28:49.974	00:00:16.050	
00:28:49.974	00:29:24.881	00:00:34.907	
00:29:24.881	00:29:47.012	00:00:22.131	
00:29:47.012	00:30:08.528	00:00:21.516	
00:30:08.528	00:30:25.008	00:00:16.480	
00:30:25.008	00:30:32.970	00:00:07.962	
00:30:32.970	00:30:58.069	00:00:25.099	
00:30:58.069	00:31:10.680	00:00:12.611	
00:31:10.680	00:31:14.418	00:00:03.738	
00:31:14.418	00:31:23.202	00:00:08.784	
00:31:23.202	00:31:26.635	00:00:03.434	
00:31:26.635	00:31:31.497	00:00:04.862	
00:31:31.497	00:31:34.259	00:00:02.762	
00:31:34.259	00:31:38.976	00:00:04.717	
00:31:38.976	00:31:48.799	00:00:09.822	
00:31:48.799	00:32:20.683	00:00:31.884	
00:32:20.683	00:32:39.835	00:00:19.152	
00:32:39.835	00:32:45.003	00:00:05.169	
00:32:45.003	00:32:57.077	00:00:12.073	
00:32:57.077	00:33:09.161	00:00:12.084	
00:33:09.161	00:34:10.921	00:01:01.760	
00:34:10.921	00:34:34.600	00:00:23.679	
00:34:34.600	00:34:44.627	00:00:10.027	
00:34:44.627	00:34:47.994	00:00:03.367	
00:34:47.994	00:34:56.481	00:00:08.487	
00:34:56.481	00:35:07.381	00:00:10.900	
00:35:07.381	00:35:10.388	00:00:03.007	
00:35:10.388	00:35:14.468	00:00:04.081	
00:35:14.468	00:35:29.823	00:00:15.354	
00:35:29.823	00:35:36.902	00:00:07.079	
00:35:36.902	00:35:57.294	00:00:20.392	
00:35:57.294	00:36:40.308	00:00:43.014	
00:36:40.308	00:37:08.450	00:00:28.142	
00:37:08.450	00:37:24.851	00:00:16.400	
00:37:24.851	00:37:55.698	00:00:30.847	
00:37:55.698	00:38:42.382	00:00:46.684	
00:38:42.382	00:39:07.737	00:00:25.355	
00:39:07.737	00:39:36.047	00:00:28.310	
00:39:36.047	00:39:47.932	00:00:11.885	
00:39:47.932	00:40:26.109	00:00:38.177	
00:40:26.109	00:40:56.567	00:00:30.458	
00:40:56.567	00:41:44.853	00:00:48.286	
00:41:44.853	00:41:55.720	00:00:10.867	
