Start	End	Length	Name
00:09:01.354	00:09:04.562	00:00:03.208	
00:09:04.562	00:09:12.800	00:00:08.238	
00:09:12.800	00:09:17.893	00:00:05.094	
00:09:17.893	00:09:35.225	00:00:17.332	
00:09:35.225	00:09:38.677	00:00:03.452	
00:09:38.677	00:09:45.179	00:00:06.502	
00:09:45.179	00:09:53.371	00:00:08.192	
00:09:53.371	00:10:00.828	00:00:07.457	
00:10:00.828	00:10:10.432	00:00:09.604	
00:10:10.432	00:10:15.793	00:00:05.362	
00:10:15.793	00:10:26.379	00:00:10.586	
00:10:26.379	00:10:45.182	00:00:18.803	
00:10:45.182	00:10:53.553	00:00:08.371	
00:10:53.553	00:10:55.644	00:00:02.091	
00:10:55.644	00:11:00.744	00:00:05.100	
00:11:00.744	00:11:22.538	00:00:21.794	
00:11:22.538	00:11:38.335	00:00:15.797	
00:11:38.335	00:11:53.135	00:00:14.800	
00:11:53.135	00:12:10.724	00:00:17.589	
00:12:10.724	00:12:50.464	00:00:39.740	
00:12:50.464	00:12:56.016	00:00:05.552	
00:12:56.016	00:12:58.643	00:00:02.627	
00:12:58.643	00:13:02.550	00:00:03.906	
00:13:02.550	00:13:25.004	00:00:22.454	
00:13:25.004	00:13:40.948	00:00:15.944	
00:13:40.948	00:13:51.072	00:00:10.124	
00:13:51.072	00:13:55.550	00:00:04.477	
00:13:55.550	00:14:04.411	00:00:08.861	
00:14:04.411	00:14:18.858	00:00:14.447	
00:14:18.858	00:14:37.257	00:00:18.399	
00:14:37.257	00:15:04.506	00:00:27.249	
00:15:04.506	00:15:19.295	00:00:14.789	
00:15:19.295	00:15:33.177	00:00:13.882	
00:15:33.177	00:15:37.205	00:00:04.028	
00:15:37.205	00:15:48.412	00:00:11.207	
00:15:48.412	00:15:52.045	00:00:03.633	
00:15:52.045	00:15:58.538	00:00:06.493	
00:15:58.538	00:16:08.891	00:00:10.352	
00:16:08.891	00:16:13.853	00:00:04.963	
00:16:13.853	00:16:19.030	00:00:05.177	
00:16:19.030	00:16:25.461	00:00:06.431	
00:16:25.461	00:16:32.642	00:00:07.181	
00:16:32.642	00:16:38.017	00:00:05.375	
00:16:38.017	00:16:45.744	00:00:07.727	
00:16:45.744	00:16:48.156	00:00:02.413	
00:16:48.156	00:16:51.508	00:00:03.352	
00:16:51.508	00:16:53.198	00:00:01.690	
00:16:53.198	00:16:54.631	00:00:01.433	
00:16:54.631	00:16:58.524	00:00:03.893	
00:16:58.524	00:17:14.548	00:00:16.025	
00:17:14.548	00:17:20.756	00:00:06.207	
00:17:20.756	00:17:27.847	00:00:07.091	
00:17:27.847	00:17:31.241	00:00:03.395	
00:17:31.241	00:18:08.544	00:00:37.303	
00:18:08.544	00:18:27.885	00:00:19.341	
00:18:27.885	00:19:17.268	00:00:49.383	
00:19:17.268	00:19:46.396	00:00:29.128	
00:19:46.396	00:20:14.778	00:00:28.382	
00:20:14.778	00:20:32.198	00:00:17.420	
00:20:32.198	00:20:41.854	00:00:09.655	
00:20:41.854	00:21:02.568	00:00:20.715	
00:21:02.568	00:21:09.703	00:00:07.135	
00:21:09.703	00:21:13.079	00:00:03.376	
00:21:13.079	00:21:22.828	00:00:09.748	
00:21:22.828	00:21:27.257	00:00:04.429	
00:21:27.257	00:21:43.331	00:00:16.074	
00:21:43.331	00:21:52.786	00:00:09.455	
00:21:52.786	00:21:58.354	00:00:05.569	
00:21:58.354	00:22:04.897	00:00:06.542	
00:22:04.897	00:22:12.981	00:00:08.084	
00:22:12.981	00:22:18.372	00:00:05.391	
00:22:18.372	00:22:22.854	00:00:04.482	
00:22:22.854	00:22:26.273	00:00:03.419	
00:22:26.273	00:22:31.181	00:00:04.908	
00:22:31.181	00:22:33.037	00:00:01.856	
00:22:33.037	00:22:35.290	00:00:02.253	
00:22:35.290	00:22:37.020	00:00:01.730	
00:22:37.020	00:22:38.439	00:00:01.419	
00:22:38.439	00:22:40.548	00:00:02.109	
00:22:40.548	00:22:42.765	00:00:02.217	
00:22:42.765	00:22:50.758	00:00:07.993	
00:22:50.758	00:22:53.117	00:00:02.359	
00:22:53.117	00:22:55.018	00:00:01.901	
00:22:55.018	00:22:57.649	00:00:02.631	
00:22:57.649	00:22:59.724	00:00:02.075	
00:22:59.724	00:23:01.117	00:00:01.392	
00:23:01.117	00:23:03.049	00:00:01.933	
00:23:03.049	00:23:05.712	00:00:02.663	
00:23:05.712	00:23:07.875	00:00:02.163	
00:23:07.875	00:23:09.335	00:00:01.460	
00:23:09.335	00:23:11.714	00:00:02.379	
00:23:11.714	00:23:15.336	00:00:03.623	
00:23:15.336	00:23:19.887	00:00:04.551	
00:23:19.887	00:23:22.068	00:00:02.181	
00:23:22.068	00:23:26.667	00:00:04.599	
